1 11480.619016793451
2 8937.130481649327
3 8169.243291595347
4 7420.248557970423
5 7171.893615760386
6 6814.54094734944
7 6458.840685208451
8 6362.84689659808
9 6113.144307251298
10 5906.316783040299
11 5735.361507432386
12 5595.355715134127
13 5528.0879997510165
14 5347.726674572337
15 5049.529024931978
